198,Right Popliteus,0,0,0,0,0,0,0,0,0,0
199,Left Fascia Lata,0,0,0,0,0,0,0,0,0,0
200,Right Fascia Lata,0,0,0,0,0,0,0,0,0,0
201,Left Patellar Retinaculum,0,0,0,0,0,0,0,0,0,0
202,Right Patellar Retinaculum,0,0,0,0,0,0,0,0,0,0
203,Left Gastrocnemius,0,0,0,0,0,0,0,0,0,0
204,Right Gastrocnemius,0,0,0,0,0,0,0,0,0,0
205,Left Soleus,0,0,0,0,0,0,0,0,0,0
206,Right Soleus,0,0,0,0,0,0,0,0,0,0
207,Left Tibialis Anterior,0,0,0,0,0,0,0,0,0,0
208,Right Tibialis Anterior,0,0,0,0,0,0,0,0,0,0
209,Left Tibialis Posterior,0,0,0,0,0,0,0,0,0,0
210,Right Tibialis Posterior,0,0,0,0,0,0,0,0,0,0
211,Left Peroneus (Fibularis) Longus,0,0,0,0,0,0,0,0,0,0
212,Right Peroneus (Fibularis) Longus,0,0,0,0,0,0,0,0,0,0
213,Left Peroneus (Fibularis) Brevis,0,0,0,0,0,0,0,0,0,0
214,Right Peroneus (Fibularis) Brevis,0,0,0,0,0,0,0,0,0,0
215,Left Flexor Digitorum Longus,0,0,0,0,0,0,0,0,0,0
216,Right Flexor Digitorum Longus,0,0,0,0,0,0,0,0,0,0
217,Left Flexor Hallucis Longus,0,0,0,0,0,0,0,0,0,0
218,Right Flexor Hallucis Longus,0,0,0,0,0,0,0,0,0,0
219,Left Extensor Digitorum Longus,0,0,0,0,0,0,0,0,0,0
220,Right Extensor Digitorum Longus,0,0,0,0,0,0,0,0,0,0
221,Left Extensor Hallucis Longus,0,0,0,0,0,0,0,0,0,0
222,Right Extensor Hallucis Longus,0,0,0,0,0,0,0,0,0,0
223,Left Crural Fascia,0,0,0,0,0,0,0,0,0,0
224,Right Crural Fascia,0,0,0,0,0,0,0,0,0,0
225,Left Achilles Tendon,0,0,0,0,0,0,0,0,0,0
226,Right Achilles Tendon,0,0,0,0,0,0,0,0,0,0
227,Left Interossei (Foot),0,0,0,0,0,0,0,0,0,0
228,Right Interossei (Foot),0,0,0,0,0,0,0,0,0,0
229,Left Lumbricals (Foot),0,0,0,0,0,0,0,0,0,0
230,Right Lumbricals (Foot),0,0,0,0,0,0,0,0,0,0
231,Left Flexor Digiti Minimi Brevis,0,0,0,0,0,0,0,0,0,0
232,Right Flexor Digiti Minimi Brevis,0,0,0,0,0,0,0,0,0,0
233,Left Flexor Hallucis Brevis,0,0,0,0,0,0,0,0,0,0
234,Right Flexor Hallucis Brevis,0,0,0,0,0,0,0,0,0,0
235,Left Extensor Hallucis Brevis,0,0,0,0,0,0,0,0,0,0
236,Right Extensor Hallucis Brevis,0,0,0,0,0,0,0,0,0,0
237,Left Flexor Digitorum Brevis,0,0,0,0,0,0,0,0,0,0
238,Right Flexor Digitorum Brevis,0,0,0,0,0,0,0,0,0,0
239,Left Extensor Digitorum Brevis,0,0,0,0,0,0,0,0,0,0
240,Right Extensor Digitorum Brevis,0,0,0,0,0,0,0,0,0,0
241,Left Plantar Fascia (Plantar Aponeurosis),0,0,0,0,0,0,0,0,0,0
242,Right Plantar Fascia (Plantar Aponeurosis),0,0,0,0,0,0,0,0,0,0
243,Left Flexor Retinaculum,0,0,0,0,0,0,0,0,0,0
244,Right Flexor Retinaculum,0,0,0,0,0,0,0,0,0,0
245,Left Extensor Retinaculum,0,0,0,0,0,0,0,0,0,0
246,Right Extensor Retinaculum,0,0,0,0,0,0,0,0,0,0
247,Left Peroneal Retinaculum,0,0,0,0,0,0,0,0,0,0
248,Right Peroneal Retinaculum,0,0,0,0,0,0,0,0,0,0
