18,Sternothyroid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Omohyoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Omohyoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Thyrohyoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Thyrohyoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Temporalis Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Temporalis Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Superficial Fascia of Face/Scalp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Superficial Fascia of Face/Scalp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Longus Capitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Longus Capitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Longus Colli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Longus Colli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Rectus Capitis Anterior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Rectus Capitis Anterior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Sternocleidomastoid,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
34,Sternocleidomastoid,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
35,Scalenes (Anterior),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,Scalenes (Anterior),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,Scalenes (Middle),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,Scalenes (Middle),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39,Scalenes (Posterior),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,Scalenes (Posterior),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41,Rectus Capitis Posterior Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Rectus Capitis Posterior Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Rectus Capitis Posterior Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Rectus Capitis Posterior Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Obliquus Capitis Superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Obliquus Capitis Superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Obliquus Capitis Inferior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Obliquus Capitis Inferior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Splenius Capitis,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
50,Splenius Capitis,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
51,Splenius Cervicis,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
52,Splenius Cervicis,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
53,Levator Scapulae,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
54,Levator Scapulae,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
55,Upper Trapezius,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
56,Upper Trapezius,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
57,Nuchal Ligament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Prevertebral Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Prevertebral Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Suboccipital Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Suboccipital Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Middle Trapezius,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
63,Middle Trapezius,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
64,Lower Trapezius,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
65,Lower Trapezius,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
66,Rhomboid Major,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
67,Rhomboid Major,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
68,Rhomboid Minor,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
69,Rhomboid Minor,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,-2,-2
70,Serratus Anterior,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
71,Serratus Anterior,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,-2,-2
72,Supraspinatus,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
73,Supraspinatus,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
74,Infraspinatus,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
75,Infraspinatus,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
76,Teres Minor,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
77,Teres Minor,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
78,Subscapularis,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
79,Subscapularis,0,0,0,0,-2,-2,-2,-2,-3,-3,0,0,0,0,0,0,0,0,-2,-2
80,Pectoralis Minor,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
81,Pectoralis Minor,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
82,Pectoralis Major,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,2,2
83,Pectoralis Major,0,0,0,0,2,2,0,0,-2,-2,0,0,0,0,0,0,0,0,2,2
84,Latissimus Dorsi,3,-3,3,-3,-2,-2,-2,-2,-3,-3,3,-3,3,-3,3,-3,0,0,-2,-2
85,Latissimus Dorsi,-3,3,-3,3,-2,-2,-2,-2,-3,-3,-3,3,-3,3,-3,3,0,0,-2,-2
86,Brachial Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Brachial Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Axillary Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Axillary Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Iliocostalis Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
91,Iliocostalis Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
92,Longissimus Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
93,Longissimus Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
94,Spinalis Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
95,Spinalis Thoracis,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
96,Multifidus (Thoracic),-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
97,Multifidus (Thoracic),-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
98,Serratus Posterior Superior,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
99,Serratus Posterior Superior,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1
100,Serratus Posterior Inferior,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
101,Serratus Posterior Inferior,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
102,Intercostal Muscles,3,-3,3,-3,0,0,0,0,0,0,3,-3,3,-3,3,-3,3,-3,0,0
103,Intercostal Muscles,-3,3,-3,3,0,0,0,0,0,0,-3,3,-3,3,-3,3,-3,3,0,0
104,Thoracolumbar Fascia (Upper Portion),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Thoracolumbar Fascia (Upper Portion),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Costal Pleura & Intercostal Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Costal Pleura & Intercostal Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Rectus Abdominis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
109,Rectus Abdominis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
110,External Oblique,5,-3,-5,3,-2,-2,-2,-2,-2,-2,5,-3,5,-3,-5,3,5,-3,-2,-2
111,External Oblique,-3,5,3,-5,-2,-2,-2,-2,-2,-2,-3,5,-3,5,3,-5,-3,5,-2,-2
112,Internal Oblique,5,-3,-5,3,-2,-2,-2,-2,-2,-2,5,-3,5,-3,-5,3,5,-3,-2,-2
113,Internal Oblique,-3,5,3,-5,-2,-2,-2,-2,-2,-2,-3,5,-3,5,3,-5,-3,5,-2,-2
114,Transversus Abdominis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
115,Transversus Abdominis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
116,Diaphragm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Diaphragm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Pelvic Floor (Levator Ani Group),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
119,Pelvic Floor (Levator Ani Group),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
120,Coccygeus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
121,Coccygeus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
122,Linea Alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Rectus Sheath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Rectus Sheath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Transversalis Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Transversalis Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Central Tendon of Diaphragm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Iliocostalis Lumborum,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
129,Iliocostalis Lumborum,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
130,Longissimus Lumborum,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
131,Longissimus Lumborum,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
132,Multifidus (Lumbar),-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
133,Multifidus (Lumbar),-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,0,0,-2,-2
134,Quadratus Lumborum,4,-2,-3,3,-2,-2,-2,-2,-2,-2,4,-2,4,-2,-3,3,4,-2,-2,-2
135,Quadratus Lumborum,-2,4,3,-3,-2,-2,-2,-2,-2,-2,-2,4,-2,4,3,-3,-2,4,-2,-2
136,Psoas Major,0,0,0,0,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,6,-2
137,Psoas Major,0,0,0,0,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,-2,6
138,Psoas Minor,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1
139,Psoas Minor,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,4
140,Thoracolumbar Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Thoracolumbar Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Lumbar Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Lumbar Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Iliolumbar Ligaments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Iliolumbar Ligaments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Iliacus,0,0,0,0,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,6,-2
147,Iliacus,0,0,0,0,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,-2,6
148,Rectus Femoris,-3,-3,-3,-3,5,-5,-5,-3,-3,-5,-3,-3,-3,-5,-3,-5,0,0,6,-5
149,Rectus Femoris,-3,-3,-3,-3,-5,5,-3,-5,-5,-3,-3,-3,-5,-3,-5,-3,0,0,-5,6
150,Tensor Fasciae Latae,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
151,Tensor Fasciae Latae,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
152,Gluteus Maximus,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-3,-3
153,Gluteus Maximus,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-3
154,Biceps Femoris,2,5,2,5,5,-3,2,5,5,-3,2,5,2,5,2,5,0,0,5,-3
155,Biceps Femoris,5,2,5,2,-3,5,5,2,-3,5,5,2,5,2,5,2,0,0,-3,5
156,Semitendinosus,2,5,2,5,5,-3,2,5,5,-3,2,5,2,5,2,5,0,0,5,-3
157,Semitendinosus,5,2,5,2,-3,5,5,2,-3,5,5,2,5,2,5,2,0,0,-3,5
158,Semimembranosus,2,5,2,5,5,-3,2,5,5,-3,2,5,2,5,2,5,0,0,5,-3
159,Semimembranosus,5,2,5,2,-3,5,5,2,-3,5,5,2,5,2,5,2,0,0,-3,5
160,Gluteus Medius,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-3,-3
161,Gluteus Medius,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-3
162,Gluteus Minimus,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-3,-3
163,Gluteus Minimus,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-3
164,Adductor Longus,3,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,0,0,3,-2
165,Adductor Longus,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,3,0,0,-2,3
166,Adductor Brevis,3,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,0,0,3,-2
167,Adductor Brevis,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,3,0,0,-2,3
168,Adductor Magnus,3,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,0,0,3,-2
169,Adductor Magnus,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,3,0,0,-2,3
170,Pectineus,2,1,2,1,2,-1,2,1,2,-1,2,1,2,1,2,1,0,0,2,-1
171,Pectineus,1,2,1,2,-1,2,1,2,-1,2,1,2,1,2,1,2,0,0,-1,2
172,Gracilis,3,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,0,0,3,-2
173,Gracilis,2,3,2,3,-2,3,2,3,-2,3,2,3,2,3,2,3,0,0,-2,3
174,Piriformis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
175,Piriformis,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
176,Obturator Internus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
177,Obturator Internus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
178,Obturator Externus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
179,Obturator Externus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
180,Gemelli (Superior/Inferior),-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
181,Gemelli (Superior/Inferior),-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
182,Quadratus Femoris,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
183,Quadratus Femoris,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
184,Iliotibial Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Iliotibial Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Pelvic Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Inguinal Ligament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Inguinal Ligament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Vastus Lateralis,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-5,-3
190,Vastus Lateralis,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-5
191,Vastus Medialis (VMO),-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-5,-3
192,Vastus Medialis (VMO),-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-5
193,Vastus Intermedius,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,0,0,-5,-3
194,Vastus Intermedius,-3,-3,-3,-3,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,0,0,-3,-5
195,Sartorius,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
196,Sartorius,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
197,Popliteus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
198,Popliteus,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
199,Fascia Lata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Fascia Lata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Patellar Retinaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Patellar Retinaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Gastrocnemius,2,2,2,2,5,-3,2,2,2,5,2,2,2,2,2,2,0,0,5,-3
204,Gastrocnemius,2,2,2,2,-3,5,2,2,5,2,2,2,2,2,2,2,0,0,-3,5
205,Soleus,2,2,2,2,5,-3,2,2,2,5,2,2,2,2,2,2,0,0,5,-3
206,Soleus,2,2,2,2,-3,5,2,2,5,2,2,2,2,2,2,2,0,0,-3,5
207,Tibialis Anterior,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
208,Tibialis Anterior,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
209,Tibialis Posterior,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
210,Tibialis Posterior,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
211,Peroneus (Fibularis) Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
212,Peroneus (Fibularis) Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
213,Peroneus (Fibularis) Brevis,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
214,Peroneus (Fibularis) Brevis,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
215,Flexor Digitorum Longus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
216,Flexor Digitorum Longus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
217,Flexor Hallucis Longus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
218,Flexor Hallucis Longus,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2
219,Extensor Digitorum Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
220,Extensor Digitorum Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
221,Extensor Hallucis Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
222,Extensor Hallucis Longus,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-2,-2,-2,-2,0,0,-2,-2
223,Crural Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Crural Fascia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Achilles Tendon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Achilles Tendon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Interossei (Foot),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1
